0,0.000000,0.000000,-0.000000,255,0.0000,0.0000
0,0.000000,0.000000,-0.000000,255,0.0000,0.0000
53575164,0.000075,0.514467,0.118774,25,0.5280,0.0083
53575167,0.000000,0.000000,-0.000000,48,0.0000,0.0167
53575169,0.000218,0.500350,0.134068,34,0.5180,0.0250
53575190,0.000870,0.498417,-0.133551,247,0.5160,0.1000
53575192,0.000960,0.507922,0.008866,72,0.5080,0.1083
53575194,0.000000,0.000000,-0.000000,255,0.0000,0.1167
53575197,0.001133,0.519286,0.027215,48,0.5200,0.1250
53575199,0.001211,0.520261,-0.101129,255,0.5300,0.1333
53575201,0.001271,0.514035,0.044972,40,0.5160,0.1417
53575204,0.001345,0.513596,-0.081346,255,0.5200,0.1500
53575206,0.001382,0.500241,0.061422,58,0.5040,0.1583
53575208,0.000000,0.000000,-0.000000,63,0.0000,0.1667
53575211,0.001605,0.525448,0.083223,8,0.5320,0.1750
53575213,0.000000,0.000000,-0.000000,63,0.0000,0.1833
53575215,0.001642,0.490811,0.095404,16,0.5000,0.1917
53575217,0.000000,0.000000,-0.000000,63,0.0000,0.2000
53575220,0.001878,0.516413,0.119224,27,0.5300,0.2083
53575222,0.000000,0.000000,-0.000000,48,0.0000,0.2167
53575224,0.001972,0.502278,0.134586,39,0.5200,0.2250
53575245,0.002600,0.496479,-0.133033,248,0.5140,0.3000
53575247,0.002744,0.509915,0.008901,72,0.5100,0.3083
53575250,0.000000,0.000000,-0.000000,255,0.0000,0.3167
53575252,0.002878,0.507296,0.026587,61,0.5080,0.3250
53575254,0.003015,0.518290,-0.100747,255,0.5280,0.3333
53575257,0.003065,0.514027,0.044972,54,0.5160,0.3417
53575259,0.003089,0.505687,-0.080094,255,0.5120,0.3500
53575261,0.003153,0.504204,0.061910,58,0.5080,0.3583
53575264,0.000000,0.000000,-0.000000,63,0.0000,0.3667
53575266,0.003413,0.521488,0.082597,8,0.5280,0.3750
53575268,0.000000,0.000000,-0.000000,63,0.0000,0.3833
53575270,0.003395,0.496692,0.096549,15,0.5060,0.3917
53575273,0.000000,0.000000,-0.000000,63,0.0000,0.4000
53575275,0.003611,0.506660,0.116975,27,0.5200,0.4083
53575277,0.000000,0.000000,-0.000000,48,0.0000,0.4167
53575280,0.003754,0.506131,0.135621,39,0.5240,0.4250
53575300,0.004299,0.492603,-0.131998,250,0.5100,0.5000
53575303,0.004542,0.511902,0.008936,59,0.5120,0.5083
53575305,0.000000,0.000000,-0.000000,255,0.0000,0.5167
53575307,0.004685,0.511277,0.026796,60,0.5120,0.5250
53575310,0.004697,0.504535,-0.098076,255,0.5140,0.5333
53575312,0.004822,0.510029,0.044624,54,0.5120,0.5417
53575314,0.004797,0.499747,-0.079156,255,0.5060,0.5500
53575317,0.004952,0.508160,0.062397,46,0.5120,0.5583
53575319,0.000000,0.000000,-0.000000,63,0.0000,0.5667
53575321,0.005035,0.501720,0.079469,8,0.5080,0.5750
53575323,0.000000,0.000000,-0.000000,63,0.0000,0.5833
53575326,0.005251,0.508456,0.098839,18,0.5180,0.5917
53575328,0.000000,0.000000,-0.000000,63,0.0000,0.6000
53575330,0.005338,0.502747,0.116075,25,0.5160,0.6083
53575333,0.000000,0.000000,-0.000000,48,0.0000,0.6167
53575335,0.005437,0.498388,0.133551,37,0.5160,0.6250
53575356,0.000000,0.000000,-0.000000,255,0.0000,0.7000
53575358,0.006329,0.511883,0.008936,71,0.5120,0.7083
53575360,0.000000,0.000000,-0.000000,255,0.0000,0.7167
53575363,0.006444,0.509260,0.026691,73,0.5100,0.7250
53575365,0.006458,0.504515,-0.098076,255,0.5140,0.7333
53575367,0.006499,0.502040,0.043926,55,0.5040,0.7417
53575370,0.006568,0.501703,-0.079469,255,0.5080,0.7500
53575372,0.006594,0.498215,0.061178,47,0.5020,0.7583
53575374,0.000000,0.000000,-0.000000,63,0.0000,0.7667
53575376,0.006840,0.505650,0.080094,8,0.5120,0.7750
53575379,0.000000,0.000000,-0.000000,63,0.0000,0.7833
53575381,0.006971,0.504508,0.098076,21,0.5140,0.7917
53575383,0.000000,0.000000,-0.000000,63,0.0000,0.8000
53575386,0.007093,0.502725,0.116075,25,0.5160,0.8083
53575388,0.000000,0.000000,-0.000000,48,0.0000,0.8167
53575390,0.007121,0.494503,0.132515,42,0.5120,0.8250
53575411,0.000000,0.000000,-0.000000,255,0.0000,0.9000
53575413,0.000000,0.000000,0.000000,61,0.0000,0.9083
53575416,0.000000,0.000000,-0.000000,255,0.0000,0.9167
53575418,0.008190,0.507238,0.026587,73,0.5080,0.9250
53575420,0.008091,0.496637,-0.096549,255,0.5060,0.9333
53575423,0.008251,0.502014,0.043926,55,0.5040,0.9417
53575425,0.008221,0.495751,-0.078530,255,0.5020,0.9500
53575427,0.008334,0.498188,0.061178,47,0.5020,0.9583
53575429,0.000000,0.000000,-0.000000,63,0.0000,0.9667
53575432,0.008538,0.501673,0.079469,8,0.5080,0.9750
53575434,0.000000,0.000000,-0.000000,63,0.0000,0.9833
53575436,0.000000,0.000000,0.000000,19,0.0000,0.9917
53575439,0.000000,0.000000,-0.000000,63,0.0000,1.0000
53575441,0.008916,0.506594,0.116975,27,0.5200,1.0083
53575443,0.000000,0.000000,-0.000000,48,0.0000,1.0167
53575446,0.008743,0.488680,0.130962,42,0.5060,1.0250
53575466,0.000000,0.000000,-0.000000,255,0.0000,1.1000
53575469,0.000000,0.000000,0.000000,61,0.0000,1.1083
53575471,0.000000,0.000000,-0.000000,255,0.0000,1.1167
53575473,0.009921,0.505209,0.026482,98,0.5060,1.1250
53575476,0.010057,0.508383,-0.098839,255,0.5180,1.1333
53575478,0.010043,0.503974,0.044101,55,0.5060,1.1417
53575480,0.000000,0.000000,-0.000000,255,0.0000,1.1500
53575482,0.000000,0.000000,0.000000,47,0.0000,1.1583
53575485,0.000000,0.000000,-0.000000,63,0.0000,1.1667
53575487,0.010248,0.499665,0.079156,6,0.5060,1.1750
53575489,0.000000,0.000000,-0.000000,63,0.0000,1.1833
53575492,0.010248,0.492670,0.095786,18,0.5020,1.1917
53575494,0.000000,0.000000,-0.000000,63,0.0000,1.2000
53575496,0.010808,0.512405,0.118324,30,0.5260,1.2083
53575499,0.000000,0.000000,-0.000000,48,0.0000,1.2167
53575501,0.010656,0.498304,0.133551,37,0.5160,1.2250
53575522,0.000000,0.000000,-0.000000,255,0.0000,1.3000
53575524,0.000000,0.000000,0.000000,61,0.0000,1.3083
53575526,0.000000,0.000000,-0.000000,255,0.0000,1.3167
53575528,0.000000,0.000000,0.000000,112,0.0000,1.3250
53575531,0.011741,0.504420,-0.098076,248,0.5140,1.3333
53575533,0.011803,0.503936,0.044101,55,0.5060,1.3417
53575535,0.000000,0.000000,-0.000000,255,0.0000,1.3500
53575538,0.000000,0.000000,0.000000,35,0.0000,1.3583
53575540,0.000000,0.000000,-0.000000,63,0.0000,1.3667
53575542,0.012040,0.501601,0.079469,8,0.5080,1.3750
53575545,0.000000,0.000000,-0.000000,63,0.0000,1.3833
53575547,0.000000,0.000000,0.000000,16,0.0000,1.3917
53575549,0.000000,0.000000,-0.000000,63,0.0000,1.4000
53575551,0.012309,0.500675,0.115625,32,0.5140,1.4083
53575554,0.000000,0.000000,-0.000000,60,0.0000,1.4167
53575556,0.012443,0.500195,0.134068,42,0.5180,1.4250
53575577,0.000000,0.000000,-0.000000,255,0.0000,1.5000
53575579,0.013159,0.499751,0.008726,61,0.5000,1.5083
53575581,0.000000,0.000000,-0.000000,255,0.0000,1.5167
53575584,0.013288,0.499138,0.026168,112,0.5000,1.5250
53575586,0.000000,0.000000,-0.000000,255,0.0000,1.5333
53575588,0.013615,0.505884,0.044275,48,0.5080,1.5417
53575591,0.000000,0.000000,-0.000000,255,0.0000,1.5500
53575593,0.000000,0.000000,0.000000,35,0.0000,1.5583
53575595,0.000000,0.000000,-0.000000,63,0.0000,1.5667
53575598,0.000000,0.000000,0.000000,8,0.0000,1.5750
53575600,0.000000,0.000000,-0.000000,63,0.0000,1.5833
53575602,0.013687,0.492587,0.095786,15,0.5020,1.5917
53575604,0.000000,0.000000,-0.000000,63,0.0000,1.6000
53575607,0.013947,0.496733,0.114725,30,0.5100,1.6083
53575609,0.000000,0.000000,-0.000000,60,0.0000,1.6167
53575611,0.014189,0.500148,0.134068,34,0.5180,1.6250
53575632,0.000000,0.000000,-0.000000,255,0.0000,1.6800
53575634,0.000000,0.000000,0.000000,61,0.0000,1.6879
53575637,0.000000,0.000000,-0.000000,255,0.0000,1.6958
53575639,0.014845,0.499094,0.026168,100,0.5000,1.7037
53575641,0.000000,0.000000,-0.000000,255,0.0000,1.7117
53575644,0.000000,0.000000,0.000000,49,0.0000,1.7196
53575646,0.014947,0.495594,-0.078530,255,0.5020,1.7275
53575648,0.000000,0.000000,0.000000,47,0.0000,1.7354
53575651,0.016306,0.535727,-0.065809,58,0.5400,1.7433
53575653,0.000000,0.000000,0.000000,8,0.0000,1.7512
53575655,0.000000,0.000000,-0.000000,63,0.0000,1.7592
53575657,0.015317,0.496467,0.096549,15,0.5060,1.7671
53575660,0.000000,0.000000,-0.000000,63,0.0000,1.7750
53575662,0.015461,0.496688,0.114725,30,0.5100,1.7829
53575664,0.000000,0.000000,-0.000000,72,0.0000,1.7908
53575667,0.015281,0.486587,0.130445,33,0.5040,1.7987
53575687,0.000000,0.000000,-0.000000,255,0.0000,1.8700
53575690,0.000000,0.000000,0.000000,73,0.0000,1.8779
53575692,0.000000,0.000000,-0.000000,255,0.0000,1.8858
53575694,0.016896,0.511019,0.026796,97,0.5120,1.8938
53575697,0.000000,0.000000,-0.000000,255,0.0000,1.9017
53575699,0.000000,0.000000,0.000000,49,0.0000,1.9096
53575701,0.000000,0.000000,-0.000000,255,0.0000,1.9175
53575704,0.016674,0.495993,0.060935,35,0.5000,1.9254
53575706,0.000000,0.000000,-0.000000,63,0.0000,1.9333
53575708,0.000000,0.000000,0.000000,8,0.0000,1.9413
53575710,0.000000,0.000000,-0.000000,63,0.0000,1.9492
53575713,0.000000,0.000000,0.000000,13,0.0000,1.9571
53575715,0.000000,0.000000,-0.000000,63,0.0000,1.9650
53575717,0.017242,0.500529,0.115625,27,0.5140,1.9729
53575720,0.000000,0.000000,-0.000000,72,0.0000,1.9808
53575722,0.000000,0.000000,0.000000,29,0.0000,1.9888
53575743,0.000000,0.000000,-0.000000,255,0.0000,2.0800
53575745,0.000000,0.000000,0.000000,73,0.0000,2.0883
53575747,0.000000,0.000000,-0.000000,255,0.0000,2.0967
53575750,0.018634,0.506961,0.026587,85,0.5080,2.1050
53575752,0.000000,0.000000,-0.000000,255,0.0000,2.1133
53575754,0.000000,0.000000,0.000000,49,0.0000,2.1217
53575757,0.000000,0.000000,-0.000000,255,0.0000,2.1300
53575759,0.000000,0.000000,0.000000,47,0.0000,2.1383
53575761,0.020076,0.535599,-0.065809,58,0.5400,2.1467
53575763,0.000000,0.000000,0.000000,8,0.0000,2.1550
53575766,0.000000,0.000000,-0.000000,63,0.0000,2.1633
53575768,0.000000,0.000000,0.000000,13,0.0000,2.1717
53575770,0.000000,0.000000,-0.000000,63,0.0000,2.1800
53575773,0.018900,0.494619,0.114275,25,0.5080,2.1883
53575775,0.000000,0.000000,-0.000000,84,0.0000,2.1967
53575777,0.018656,0.484536,0.129927,28,0.5020,2.2050
53575798,0.000000,0.000000,-0.000000,255,0.0000,2.2800
53575800,0.000000,0.000000,0.000000,73,0.0000,2.2883
53575803,0.000000,0.000000,-0.000000,255,0.0000,2.2967
53575805,0.000000,0.000000,0.000000,87,0.0000,2.3050
53575807,0.000000,0.000000,-0.000000,255,0.0000,2.3133
53575810,0.020178,0.497688,0.043578,42,0.5000,2.3217
53575812,0.000000,0.000000,-0.000000,255,0.0000,2.3300
53575814,0.000000,0.000000,0.000000,47,0.0000,2.3383
53575816,0.000000,0.000000,-0.000000,63,0.0000,2.3467
53575819,0.000000,0.000000,0.000000,10,0.0000,2.3550
53575821,0.000000,0.000000,-0.000000,63,0.0000,2.3633
53575823,0.000000,0.000000,0.000000,16,0.0000,2.3717
53575826,0.000000,0.000000,-0.000000,63,0.0000,2.3800
53575828,0.000000,0.000000,0.000000,23,0.0000,2.3883
53575830,0.000000,0.000000,-0.000000,72,0.0000,2.3967
53575833,0.020348,0.484468,0.129927,30,0.5020,2.4050
53575853,0.000000,0.000000,-0.000000,255,0.0000,2.4900
53575856,0.000000,0.000000,0.000000,85,0.0000,2.4985
53575858,0.000000,0.000000,-0.000000,255,0.0000,2.5071
53575860,0.000000,0.000000,0.000000,62,0.0000,2.5156
53575862,0.000000,0.000000,-0.000000,255,0.0000,2.5242
53575865,0.000000,0.000000,0.000000,35,0.0000,2.5327
53575867,0.000000,0.000000,-0.000000,255,0.0000,2.5413
53575869,0.000000,0.000000,0.000000,47,0.0000,2.5498
53575872,0.000000,0.000000,-0.000000,63,0.0000,2.5583
53575874,0.000000,0.000000,0.000000,8,0.0000,2.5669
53575876,0.000000,0.000000,-0.000000,63,0.0000,2.5754
53575879,0.000000,0.000000,0.000000,16,0.0000,2.5840
53575881,0.000000,0.000000,-0.000000,63,0.0000,2.5925
53575883,0.000000,0.000000,0.000000,26,0.0000,2.6010
53575886,0.000000,0.000000,-0.000000,72,0.0000,2.6096
53575888,0.000000,0.000000,0.000000,29,0.0000,2.6181
53575909,0.000000,0.000000,-0.000000,255,0.0000,2.6950
53575911,0.000000,0.000000,0.000000,85,0.0000,2.7035
53575913,0.000000,0.000000,-0.000000,255,0.0000,2.7121
53575915,0.000000,0.000000,0.000000,50,0.0000,2.7206
53575918,0.000000,0.000000,-0.000000,255,0.0000,2.7292
53575920,0.000000,0.000000,0.000000,35,0.0000,2.7377
53575922,0.000000,0.000000,-0.000000,255,0.0000,2.7463
53575925,0.000000,0.000000,0.000000,47,0.0000,2.7548
53575927,0.000000,0.000000,-0.000000,63,0.0000,2.7633
53575929,0.000000,0.000000,0.000000,10,0.0000,2.7719
